sku,name,qty,price
8247460,DJ Systems,390,872
5880033,Public Address Systems,60,761
6314439,Stage Equipment,411,969
3627019,Wireless Transmitters,138,234
4679676,Circuit Boards & Components,52,334
4139638,Circuit Board Accessories,422,373
7531955,Circuit Decoders & Encoders,357,551
6427465,Circuit Prototyping,175,383
8107912,Breadboards,304,548
842826,Electronic Filters,442,776
7661343,Passive Circuit Components,169,326
3796551,Capacitors,290,484
4519304,Electronic Oscillators,135,759
2862012,Inductors,302,892
3364131,Resistors,102,16
531715,Printed Circuit Boards,243,441
100894,Camera Circuit Boards,131,294
3543448,Computer Circuit Boards,500,746
1847388,Computer Inverter Boards,146,553
1447204,Hard Drive Circuit Boards,493,521
4943747,Motherboards,12,102
7899592,Development Boards,168,62
7334472,Exercise Machine Circuit Boards,219,300
2342765,Household Appliance Circuit Boards,464,949
4158028,Pool & Spa Circuit Boards,459,893
3962920,"Printer, Copier, & Fax Machine Circuit Boards",42,549
2992503,Scanner Circuit Boards,309,217
8842594,Television Circuit Boards,304,710
6843344,Semiconductors,129,600
629420,Diodes,191,380
4099256,Integrated Circuits & Chips,188,685
4519692,Microcontrollers,343,86
5244323,Transistors,377,548
6031740,Communications,465,280
4608805,Answering Machines,165,352
3584019,Caller IDs,440,117
7562894,Communication Radio Accessories,189,13
1990825,Communication Radios,456,147
5844871,CB Radios,347,297
5855054,Radio Scanners,187,852
3912225,Two-Way Radios,88,57
8911051,Intercom Accessories,174,445
6915434,Intercoms,186,503
6245586,Pagers,140,256
2010161,Telephony,72,782
3566604,Conference Phones,360,552
9325534,Corded Phones,276,316
3278335,Cordless Phones,190,98
3276479,Mobile Phone Accessories,189,919
2176613,Mobile Phone Camera Accessories,88,773
4947124,Mobile Phone Cases,16,803
1644424,Mobile Phone Charms & Straps,461,915
5324892,Mobile Phone Pre-Paid Cards & SIM Cards,420,708
3484450,Mobile Phone Pre-Paid Cards,495,440
3442454,SIM Cards,206,401
1451521,Mobile Phone Replacement Parts,65,554
3075895,Mobile Phone Stands,69,407
2593379,SIM Card Ejection Tools,182,487
2809408,Mobile Phones,406,739
3836544,Contract Mobile Phones,209,716
9814353,Pre-paid Mobile Phones,127,141
3017865,Unlocked Mobile Phones,218,441
9564734,Satellite Phones,374,240
788080,Telephone Accessories,319,501
5554693,Phone Cards,343,133
3101916,Video Conferencing,147,281
6273300,Components,193,329
423742,Accelerometers,394,515
6517608,Converters,317,383
3743364,Audio Converters,394,29
6179279,Scan Converters,327,643
9792400,Electronics Component Connectors,442,360
7389032,Modulators,385,453
8556288,Splitters,449,974
3052250,Computers,177,722
2635742,Barebone Computers,295,52
1285803,Computer Servers,206,965
1001428,Desktop Computers,201,148
224261,Handheld Devices,227,939
1076669,Data Collectors,218,83
548933,E-Book Readers,345,642
8483017,PDAs,39,261
7172288,Interactive Kiosks,140,509
2223793,Laptops,327,953
2901724,Smart Glasses,80,918
5437020,Tablet Computers,477,302
2841886,Thin & Zero Clients,429,55
9503627,Thin Client Computers,259,61
8465137,Zero Client Computers,18,805
1845383,Touch Table Computers,106,16
4414116,Electronics Accessories,219,275
9362044,Adapters,416,624
1814286,Audio & Video Cable Adapters & Couplers,335,928
490263,Memory Card Adapters,186,761
4324789,USB Adapters,365,244
71646,Antenna Accessories,186,383
9477290,Antenna Mounts & Brackets,272,307
6756121,Antenna Rotators,302,410
5463372,Satellite LNBs,239,954
8093015,Antennas,224,600
1003893,Audio & Video Splitters & Switches,104,304
2701174,DVI Splitters & Switches,349,861
2653433,HDMI Splitters & Switches,12,321
5258621,VGA Splitters & Switches,122,796
4477925,Blank Media,257,337
1556590,Cable Management,265,647
5419985,Cable Clips,498,64
3850713,Cable Tie Guns,193,394
6490989,Cable Trays,113,834
8868709,Patch Panels,92,478
9180171,Wire & Cable Identification Markers,179,863
9134046,Wire & Cable Sleeves,105,257
1442361,Wire & Cable Ties,93,511
7140251,Cables,30,855
4666356,Audio & Video Cables,189,424
1986062,KVM Cables,440,281
7095190,Network Cables,123,934
3933005,Storage & Data Transfer Cables,268,119
8365273,System & Power Cables,194,577
7344544,Telephone Cables,17,245
8671898,Computer Accessories,181,805
3535701,Computer Accessory Sets,187,948
7483030,Computer Covers & Skins,267,845
370281,Computer Risers & Stands,186,606
1073675,Handheld Device Accessories,315,436
2535725,E-Book Reader Accessories,374,144
849109,E-Book Reader Cases,428,560
4480968,PDA Accessories,477,27
9213491,PDA Cases,472,253
6040580,Keyboard & Mouse Wrist Rests,28,667
7132183,Keyboard Trays & Platforms,165,496
6666935,Laptop Docking Stations,135,659
8253803,Mouse Pads,350,644
106669,Stylus Pen Nibs & Refills,109,127
7499907,Stylus Pens,188,387
5844169,Tablet Computer Docks & Stands,454,138
9159774,Computer Components,288,401
6102052,Blade Server Enclosures,248,701
5972374,Computer Backplates & I/O Shields,251,269
1490856,Computer Power Supplies,397,794
7658551,Computer Processors,320,553
9091648,Computer Racks & Mounts,85,817
9599390,Computer Starter Kits,394,788
4521415,Computer System Cooling Parts,471,501
7427136,Desktop Computer & Server Cases,202,892
6088685,E-Book Reader Parts,357,700
8887619,E-Book Reader Screens & Screen Digitizers,98,774
287296,I/O Cards & Adapters,452,377
1529401,Audio Cards & Adapters,206,662
4085909,Computer Interface Cards & Adapters,415,241
2376124,Riser Cards,46,949
2878914,TV Tuner Cards & Adapters,196,544
9914850,Video Cards & Adapters,109,742
8884237,Input Device Accessories,467,109
5255513,Barcode Scanner Stands,163,131
8295579,Game Controller Accessories,437,431
4413203,Keyboard Keys & Caps,321,118
7576575,Mice & Trackball Accessories,130,664
6849443,Input Devices,2,552
8400530,Barcode Scanners,489,675
1642480,Digital Note Taking Pens,421,991
2554795,Electronic Card Readers,412,915
3137925,Fingerprint Readers,380,757
3010982,Game Controllers,51,328
960665,Game Racing Wheels,418,669
4257284,Game Remotes,47,748
7656058,Gaming Pads,390,816
8065401,Joystick Controllers,130,15
5781304,Musical Instrument Game Controllers,417,550
6859113,Gesture Control Input Devices,359,685
1193106,Graphics Tablets,414,533
4927900,KVM Switches,231,139
9178627,Keyboards,399,896
4801989,Memory Card Readers,319,308
2746258,Mice & Trackballs,85,958
9715853,Numeric Keypads,107,186
8787768,Touchpads,316,385
1629046,Laptop Parts,439,45
1174210,Laptop Hinges,323,534
3455153,Laptop Housings & Trim,281,25
8655137,Laptop Replacement Cables,208,745
3781453,Laptop Replacement Keyboards,277,873
1977566,Laptop Replacement Screens,88,245
7678791,Laptop Replacement Speakers,240,361
476457,Laptop Screen Digitizers,364,656
814818,Storage Devices,401,977
5956439,Disk Duplicators,117,267
3157025,CD/DVD Duplicators,15,607
4618044,Hard Drive Duplicators,422,800
2720703,USB Drive Duplicators,245,405
2640420,Floppy Drives,485,938
8103511,Hard Drive Accessories,500,613
5558895,Hard Drive Carrying Cases,140,970
9198604,Hard Drive Docks,268,918
5589201,Hard Drive Enclosures & Mounts,136,98
598425,Hard Drive Arrays,163,24
7084846,Hard Drives,69,567
666912,Network Storage Systems,398,234
1526718,Optical Drives,358,225
689712,Tape Drives,43,292
5454992,USB Flash Drives,71,451
553646,Tablet Computer Parts,371,276
1488081,Tablet Computer Housings & Trim,26,209
6018953,Tablet Computer Replacement Speakers,359,615
7071816,Tablet Computer Screens & Screen Digitizers,196,226
252837,USB & FireWire Hubs,184,608
9487797,Electronics Cleaners,273,419
4011049,Electronics Films & Shields,116,682
5951910,Electronics Stickers & Decals,267,360
9998935,Keyboard Protectors,415,94
8626764,Privacy Filters,299,721
8268932,Screen Protectors,276,605
2251245,Memory,118,139
2368884,Cache Memory,148,280
3784887,Flash Memory,174,582
4294418,Flash Memory Cards,344,247
8238994,RAM,295,553
4288640,ROM,127,633
6917789,Video Memory,304,725
6793294,Memory Accessories,149,497
3422935,Memory Cases,111,201
447155,Mobile Phone & Tablet Tripods & Monopods,189,514
1911476,Power,239,696
5593126,Batteries,477,261
8361544,Camera Batteries,72,805
9189817,Cordless Phone Batteries,204,971
1449915,E-Book Reader Batteries,225,801
8062315,General Purpose Batteries,120,292
8512803,Laptop Batteries,391,714
7787959,MP3 Player Batteries,370,107
3491272,Mobile Phone Batteries,204,766
2962366,PDA Batteries,120,159
3263900,Tablet Computer Batteries,249,402
8263555,UPS Batteries,58,614
7593930,Video Camera Batteries,411,51
2188560,Video Game Console & Controller Batteries,407,991
7115889,Battery Accessories,118,193
7311415,Battery Charge Controllers,493,881
4681479,Battery Holders,465,259
6242921,Camera Battery Chargers,141,23
8956027,General Purpose Battery Chargers,86,35
9381916,General Purpose Battery Testers,319,20
8862139,Fuel Cells,237,771
1832603,Power Adapter & Charger Accessories,328,185
4685436,Power Adapters & Chargers,258,725
9994924,Power Control Units,215,857
7760787,Power Strips & Surge Suppressors,262,946
6528864,Power Supply Enclosures,268,502
9618683,Surge Protection Devices,386,640
739203,Travel Converters & Adapters,465,607
2997068,UPS,81,218
9332846,UPS Accessories,291,659
8330871,Remote Controls,428,565
4345258,Signal Boosters,220,51
9878848,Signal Jammers,262,488
1107173,GPS Jammers,64,843
3335029,Mobile Phone Jammers,436,805
4500255,Radar Jammers,415,753
4332605,GPS Accessories,132,274
9450862,GPS Cases,413,594
9376558,GPS Mounts,50,377
9966806,GPS Navigation Systems,379,338
4873275,GPS Tracking Devices,498,55
3294455,Marine Electronics,486,10
844058,Fish Finders,402,499
3671020,Marine Audio & Video Receivers,362,174
6139950,Marine Chartplotters & GPS,255,10
2152952,Marine Radar,227,364
3012491,Marine Radios,376,667
232846,Marine Speakers,137,897
5658737,Networking,112,978
6893669,Bridges & Routers,86,998
1605847,Network Bridges,286,353
9542530,VoIP Gateways & Routers,81,371
3555617,Wireless Access Points,67,132
2349492,Wireless Routers,490,958
6280991,Concentrators & Multiplexers,486,108
4672682,Hubs & Switches,117,815
7463573,Modem Accessories,486,230
4320058,Modems,484,567
9292906,Network Cards & Adapters,474,350
4737116,Network Security & Firewall Devices,241,825
4951453,Power Over Ethernet Adapters,41,115
5571296,Print Servers,314,852
5154951,Repeaters & Transceivers,156,381
7324840,"Print, Copy, Scan & Fax",3,409
4359893,3D Printer Accessories,348,414
8030027,3D Printers,398,418
9145335,"Printer, Copier & Fax Machine Accessories",392,587
5800445,Printer Consumables,162,419
336342,Printer Drums & Drum Kits,104,518
9613636,Printer Filters,421,827
7649433,Printer Maintenance Kits,185,411
7748341,Printer Ribbons,377,770
9470433,Printheads,100,318
5920745,Toner & Inkjet Cartridge Refills,435,986
1184824,Toner & Inkjet Cartridges,343,396
9224663,Printer Duplexers,183,799
1849171,Printer Memory,327,692
5215431,Printer Stands,291,698
8144641,"Printer, Copier & Fax Machine Replacement Parts",308,556
1456627,"Printers, Copiers & Fax Machines",340,756
4809090,Scanner Accessories,399,146
5531405,Scanners,275,717
1906236,Radar Detectors,224,817
4545892,Speed Radars,386,647
2592173,Toll Collection Devices,431,363
6901220,Video,18,83
3091906,Computer Monitors,397,510
8225219,Projectors,179,393
6272974,Multimedia Projectors,51,788
4859206,Overhead Projectors,459,60
9798550,Slide Projectors,218,352
1410670,Satellite & Cable TV,436,724
6389672,Cable TV Receivers,75,945
2784601,Satellite Receivers,87,562
7253449,Televisions,352,517
3420547,Video Accessories,469,794
2866446,3D Glasses,125,270
388931,Computer Monitor Accessories,236,177
8727833,Color Calibrators,202,389
205086,Projector Accessories,227,455
8474613,Projection & Tripod Skirts,302,952
3602686,Projection Screen Stands,279,963
3153988,Projection Screens,199,92
9859688,Projector Mounts,115,342
4998255,Projector Replacement Lamps,365,742
6594533,Rewinders,85,428
1414662,Television Parts & Accessories,405,321
499046,TV & Monitor Mounts,407,865
3364096,TV Converter Boxes,319,151
5202868,TV Replacement Lamps,334,267
6197472,TV Replacement Speakers,321,369
4774765,Video Editing Hardware & Production Equipment,279,829
7365650,Video Multiplexers,331,163
7732480,Video Players & Recorders,431,564
601511,DVD & Blu-ray Players,493,911
3502231,DVD Recorders,266,382
8082584,Digital Video Recorders,223,330
5043951,Streaming & Home Media Players,260,92
910327,VCRs,392,518
3023303,Video Servers,114,202
1024980,Video Transmitters,353,605
4240382,Video Game Console Accessories,86,698
3679006,Home Game Console Accessories,19,907
9107591,Portable Game Console Accessories,398,901
9854489,Video Game Consoles,276,486
5477741,"Food, Beverages & Tobacco",57,657
740447,Beverages,181,58
9837958,Alcoholic Beverages,230,527
9645564,Beer,260,555
9703845,Bitters,36,269
2945988,Cocktail Mixes,221,603
5925266,Frozen Cocktail Mixes,241,465
832142,Shelf-stable Cocktail Mixes,192,428
6938413,Flavored Alcoholic Beverages,154,151
4229660,Hard Cider,379,651
9171875,Liquor & Spirits,450,760
1069301,Absinthe,357,586
272715,Brandy,91,764
6170704,Gin,291,833
6565216,Liqueurs,89,718
9494876,Rum,496,375
1532067,Shochu & Soju,227,373
6685782,Shochu,466,12
3750163,Soju,275,126
8614229,Tequila,162,137
7552441,Vodka,33,247
6341390,Whiskey,390,60
4558008,Wine,291,468
4135596,Buttermilk,426,736
9143843,Coffee,475,86
5109374,Eggnog,122,880
5673215,Fruit Flavored Drinks,170,895
9692792,Hot Chocolate,336,995
8792151,Juice,437,568
8197462,Milk,443,824
4173094,Non-Dairy Milk,460,205
9312578,Powdered Beverage Mixes,111,404
9111781,Soda,441,869
2487706,Sports & Energy Drinks,100,840
2326490,Tea & Infusions,467,307
531384,Vinegar Drinks,286,803
3057054,Water,8,541
6731882,Carbonated Water,463,391
300562,Flavored Carbonated Water,357,22
6004324,Unflavored Carbonated Water,108,751
336369,Distilled Water,44,311
6947147,Flat Mineral Water,32,750
8458614,Spring Water,449,902
1194103,Food Items,282,490
1297670,Bakery,198,831
3713448,Bagels,239,521
4241257,Bakery Assortments,329,392
4380161,Breads & Buns,418,666
2113254,Cakes & Dessert Bars,307,762
9480472,Coffee Cakes,435,959
5578995,Cookies,299,239
7331404,Cupcakes,67,723
3804131,Donuts,228,467
4739466,Fudge,165,356
2751447,Ice Cream Cones,164,526
1933173,Muffins,292,276
1699767,Pastries & Scones,366,485
283628,Pies & Tarts,68,910
7945384,Taco Shells & Tostadas,90,49
2037648,Tortillas & Wraps,378,406
6903520,Candied & Chocolate Covered Fruit,453,525
5513416,Candy & Chocolate,64,645
4615500,Condiments & Sauces,425,689
4360619,Cocktail Sauce,369,675
6428279,Curry Sauce,12,117
9341386,Dessert Toppings,335,62
2621480,Fruit Toppings,107,801
3851020,Ice Cream Syrup,244,661
6440926,Fish Sauce,21,490
2739466,Gravy,498,308
2455649,Honey,197,218
2305212,Horseradish Sauce,63,782
5902464,Hot Sauce,69,47
4099029,Ketchup,218,224
9332146,Marinades & Grilling Sauces,442,570
5433464,Mayonnaise,226,773
9190437,Mustard,133,300
1438019,Olives & Capers,166,163
322555,Pasta Sauce,188,842
9043478,Pickled Fruits & Vegetables,424,701
1764752,Pizza Sauce,366,966
149707,Relish & Chutney,228,743
1045131,Salad Dressing,194,221
5330149,Satay Sauce,497,171
9249280,Soy Sauce,111,608
8515660,Sweet and Sour Sauces,10,813
7515277,Syrup,236,522
9988164,Tahini,445,870
143452,Tartar Sauce,45,355
2315632,White & Cream Sauces,110,700
4713577,Worcestershire Sauce,346,664
4477793,Cooking & Baking Ingredients,296,205
7349750,Baking Chips,99,383
6123258,Baking Chocolate,129,696
4860131,Baking Flavors & Extracts,178,549
1264166,Baking Mixes,266,829
2330321,Baking Powder,216,311
8292289,Baking Soda,405,481
9648232,Batter & Coating Mixes,231,282
1066641,Bean Paste,500,720
4786614,Bread Crumbs,219,528
334889,Canned & Dry Milk,452,666
1720933,Cookie Decorating Kits,415,265
3065170,Cooking Oils,345,849
9202444,Cooking Starch,213,453
6874162,Cooking Wine,205,241
8132910,Corn Syrup,216,537
8469080,Dough,141,645
1582013,Bread & Pastry Dough,28,790
7576015,Cookie & Brownie Dough,67,347
1866221,Pie Crusts,25,119
499439,Edible Baking Decorations,64,43
9894173,Egg Replacers,246,878
4316610,Floss Sugar,435,173
2642765,Flour,167,773
4014380,Food Coloring,171,711
8856633,Frosting & Icing,417,870
3972665,Lemon & Lime Juice,207,553
6248623,Marshmallows,157,757
2594518,Meal,154,94
2172813,Molasses,332,743
7706200,Pie & Pastry Fillings,450,724
7148626,Shortening & Lard,241,610
1634986,Starter Cultures,426,923
1392759,Sugar & Sweeteners,107,79
2631476,Tapioca Pearls,220,296
1791956,Tomato Paste,158,363
9359547,Unflavored Gelatin,308,553
4059689,Vinegar,27,39
4621095,Waffle & Pancake Mixes,51,23
5596454,Yeast,392,772
2383696,Dairy Products,178,773
9898249,Butter & Margarine,422,116
6199710,Cheese,223,675
6855167,Coffee Creamer,78,744
9706037,Cottage Cheese,493,967
9393632,Cream,456,233
5373742,Sour Cream,175,897
1608384,Whipped Cream,295,417
9574667,Yogurt,467,838
9440572,Dips & Spreads,431,627
549495,Apple Butter,499,25
5685972,Cheese Dips & Spreads,219,283
5119058,Cream Cheese,483,724
9805688,Guacamole,211,433
3212500,Hummus,136,465
4343827,Jams & Jellies,281,689
9153680,Nut Butters,277,316
6613507,Salsa,226,156
6051100,Tapenade,305,155
5758306,Vegetable Dip,381,455
961564,Food Gift Baskets,286,353
6959688,Frozen Desserts & Novelties,394,298
4651236,Ice Cream & Frozen Yogurt,129,775
6391775,Ice Cream Novelties,277,357
4673638,Ice Pops,479,351
9876469,Fruits & Vegetables,85,308
3039233,Canned & Jarred Fruits,45,264
8686235,Canned & Jarred Vegetables,314,24
9944648,Canned & Prepared Beans,179,159
9561842,Dried Fruits,361,881
8026593,Dried Vegetables,11,399
3348485,Dry Beans,140,454
3214,Fresh & Frozen Fruits,99,976
7004014,Apples,426,977
7577094,Atemoyas,218,930
9508309,Avocados,335,140
9625237,Babacos,248,10
6457608,Bananas,199,497
9386087,Berries,492,478
2345292,Breadfruit,101,908
7836144,Cactus Pears,234,327
7337016,Cherimoyas,180,456
7039763,Citrus Fruits,164,682
3047531,Grapefruits,49,287
8670763,Kumquats,259,66
7938095,Lemons,414,80
9010738,Limequats,182,144
6661596,Limes,442,931
8511285,Oranges,284,120
5724632,Tangelos,166,711
3710486,Coconuts,285,818
4840123,Dates,256,925
6175535,Feijoas,445,627
5491739,Figs,367,332
1529692,Fruit Mixes,31,669
4066138,Grapes,187,547
3921510,Guavas,367,731
344856,Homely Fruits,235,690
5276298,Kiwis,113,851
9311917,Longan,37,963
5219495,Loquats,274,527
5672536,Lychees,40,120
1317895,Madroño,153,822
4717670,Mamey,259,266
6279979,Mangosteens,259,755
3288467,Melons,446,254
7253941,Papayas,30,978
7102107,Passion Fruit,137,88
4390544,Pears,110,539
7995660,Persimmons,175,320
9387024,Physalis,389,490
5034234,Pineapples,450,256
4567317,Pitahayas,48,175
4546953,Pomegranates,103,743
4831339,Quince,407,181
5024280,Rambutans,201,893
7546891,Sapodillo,438,820
721475,Sapote,181,61
8546645,Soursops,190,730
9627274,Starfruits,224,243
672675,Stone Fruits,240,902
8454441,Apricots,381,361
2747238,Cherries,313,259
6711122,Mangoes,86,283
8765092,Peaches & Nectarines,47,872
9158157,Plumcots,378,500
51170,Plums,240,573
3930343,Sugar Apples,464,46
9484367,Tamarindo,63,711
586844,Fresh & Frozen Vegetables,227,346
7882210,Arracachas,455,986
6498471,Artichokes,456,778
4542721,Asparagus,150,637
6370989,Beans,245,351
8480840,Beets,343,204
4574989,Borage,212,156
4995938,Broccoli,421,658
1134059,Brussel Sprouts,121,163
6171952,Cabbage,446,147
6019484,Cactus Leaves,236,623
4789704,Cardoon,485,260
9057132,Carrots,344,952
106550,Cauliflower,21,449
7577295,Celery,308,836
6497065,Celery Roots,81,238
8951462,Corn,185,874
1157565,Cucumbers,5,67
9601528,Eggplants,132,972
5643615,Fennel Bulbs,403,199
7575609,Fiddlehead Ferns,307,443
9932318,Gai Choy,454,267
4051041,Gai Lan,426,312
860194,Garlic,102,31
6285020,Ginger Root,494,654
7031696,Gobo Root,311,520
3281799,Greens,185,172
3662383,Arugula,26,473
8511473,Beet Greens,34,318
9856288,Bok Choy,279,181
2079607,Chard,292,191
9864133,Chicory,185,803
129312,Choy Sum,43,970
8102260,Kale,421,464
2991207,Lettuce,369,228
154416,On Choy,291,821
9738557,Salad Mixes,148,768
7777457,Spinach,17,368
4516881,Yu Choy,188,959
3923109,Horseradish Root,46,317
4280536,Jicama,81,41
2962844,Kohlrabi,301,749
6812772,Leeks,105,459
6800822,Lotus Roots,153,830
9323531,Malangas,150,413
8486120,Mushrooms,6,609
6539354,Okra,99,707
9533425,Onions,367,227
4851745,Parsley Roots,74,877
4229103,Parsnips,481,432
7413514,Peas,439,685
9025165,Peppers,269,604
30559,Potatoes,71,787
6238482,Radishes,42,924
551342,Rhubarb,393,494
940561,Shallots,132,183
7517550,Sprouts,344,401
7735594,Squashes & Gourds,480,72
5715151,Sugar Cane,250,435
7469863,Sunchokes,408,431
174764,Sweet Potatoes,120,568
6423794,Tamarillos,369,684
6370909,Taro Root,73,814
2133370,Tomatoes,187,901
562452,Turnips & Rutabagas,300,611
1975278,Vegetable Mixes,253,263
8113775,Water Chestnuts,441,358
2394501,Watercress,390,699
8758774,Wheatgrass,79,543
7018569,Yams,349,301
5608098,Yuca Root,101,87
1056642,Fruit Sauces,175,773
7051953,"Grains, Rice & Cereal",56,965
3639028,Amaranth,236,176
6609509,Barley,474,202
9690717,Buckwheat,57,931
1151838,Cereal & Granola,371,59
2035771,Couscous,349,520
290922,Millet,420,811
1728315,"Oats, Grits & Hot Cereal",429,817
5086946,Quinoa,426,97
8353230,Rice,209,708
7063090,Rye,24,405
1795655,Wheat,469,886
8211199,"Meat, Seafood & Eggs",267,458
8228130,Eggs,394,372
579101,Egg Whites,432,729
7351432,Liquid & Frozen Eggs,46,476
9602354,Prepared Eggs,408,815
4634963,Whole Eggs,411,633
6686204,Meat,493,755
2309101,Canned Meats,258,803
2905680,Fresh & Frozen Meats,459,115
5335647,Lunch & Deli Meats,54,580
9699557,Seafood,369,445
3083545,Canned Seafood,357,361
9408604,Fresh & Frozen Seafood,215,496
3468219,Nuts & Seeds,467,209
9465715,Pasta & Noodles,205,573
4152686,Prepared Foods,318,786
3017769,Prepared Appetizers & Side Dishes,500,395
9822108,Prepared Meals & Entrées,31,648
2180747,Seasonings & Spices,295,584
8808266,Herbs & Spices,268,65
8679020,MSG,284,90
5806458,Pepper,206,441
4226115,Salt,193,983
6338577,Snack Foods,119,957
2349548,Breadsticks,151,363
5417142,Cereal & Granola Bars,424,461
7095396,Cereal Bars,369,572
3832367,Granola Bars,159,474
3981350,Cheese Puffs,266,405
2247479,Chips,208,300
2229678,Crackers,346,163
4821905,Croutons,279,378
7491394,Fruit Snacks,64,293
304404,Jerky,10,348
942940,Popcorn,275,598
5250249,Pork Rinds,299,118
2814487,Pretzels,480,569
824106,Pudding & Gelatin Snacks,487,526
8621859,Puffed Rice Cakes,107,863
8577639,Salad Toppings,316,856
6884885,Sesame Sticks,132,770
6912610,Snack Cakes,122,358
5836930,Sticky Rice Cakes,291,446
9479511,Trail & Snack Mixes,225,279
2519285,Soups & Broths,158,705
2795671,"Tofu, Soy & Vegetarian Products",466,122
8831942,Cheese Alternatives,475,668
6643675,Meat Alternatives,80,166
4002033,Seitan,68,537
6842491,Tempeh,434,642
3440927,Tofu,260,711
9890437,Tobacco Products,464,112
8790065,Chewing Tobacco,344,707
7506933,Cigarettes,308,560
8694727,Cigars,384,870
9069643,Loose Tobacco,51,272
3756461,Smoking Pipes,279,644
9002584,Vaporizers & Electronic Cigarettes,435,688
4503902,Electronic Cigarettes,392,837
7237986,Vaporizers,154,202
7578359,Furniture,185,758
5811085,Baby & Toddler Furniture,134,745
9590994,Baby & Toddler Furniture Sets,246,286
4718763,Bassinet & Cradle Accessories,104,650
5076038,Bassinets & Cradles,331,805
9532762,Changing Tables,239,681
1429447,Crib & Toddler Bed Accessories,79,386
5730683,Crib Bumpers & Liners,91,300
8612918,Crib Conversion Kits,318,548
9664253,Cribs & Toddler Beds,426,969
4441241,High Chair & Booster Seat Accessories,206,237
3582882,High Chairs & Booster Seats,303,191
1631249,Beds & Accessories,173,130
8635848,Bed & Bed Frame Accessories,103,522
2995877,Beds & Bed Frames,43,205
4429603,Headboards & Footboards,127,828
6706548,Mattress Foundations,334,70
1662713,Mattresses,349,639
413311,Benches,153,982
259917,Kitchen & Dining Benches,170,481
5521860,Storage & Entryway Benches,17,224
2908603,Vanity Benches,421,687
3773036,Cabinets & Storage,393,769
5784565,Armoires & Wardrobes,439,748
6589681,Buffets & Sideboards,315,61
7186806,China Cabinets & Hutches,327,267
7469644,Dressers,95,88
9844363,File Cabinets,335,260
7770264,Ironing Centers,150,962
9948415,Kitchen Cabinets,287,76
1811090,Magazine Racks,500,567
5751689,Media Storage Cabinets & Racks,272,492
5473557,Storage Cabinets & Lockers,372,876
8685480,Storage Chests,150,391
9717905,Hope Chests,187,611
1930838,Toy Chests,29,913
599156,Vanities,173,161
6503603,Bathroom Vanities,93,827
7723556,Bedroom Vanities,13,270
9482132,Wine & Liquor Cabinets,173,293
6097273,Wine Racks,162,500
5055997,Carts & Islands,301,424
6002652,Kitchen & Dining Carts,227,446
1279619,Kitchen Islands,338,787
797022,Chair Accessories,392,640
9002299,Hanging Chair Replacement Parts,56,102
3596717,Chairs,287,665
4245177,"Arm Chairs, Recliners & Sleeper Chairs",413,72
9449002,Bean Bag Chairs,239,232
6590909,Chaises,69,474
4452192,Electric Massaging Chairs,5,529
1170861,Floor Chairs,338,351
1379185,Folding Chairs & Stools,97,950
4858719,Gaming Chairs,453,380
8092091,Hanging Chairs,422,284
3523843,Kitchen & Dining Room Chairs,459,244
8929503,Rocking Chairs,461,420
8432820,Slipper Chairs,362,936
5857126,Table & Bar Stools,34,725
2323483,Entertainment Centers & TV Stands,148,565
8801846,Furniture Sets,148,539
911506,Bathroom Furniture Sets,443,763
2604863,Bedroom Furniture Sets,17,75
6957541,Kitchen & Dining Furniture Sets,379,375
3942058,Living Room Furniture Sets,291,159
1865449,Futon Frames,111,376
5916528,Futon Pads,477,995
6249160,Futons,361,342
6786285,Office Furniture,302,35
9534264,Desks,370,245
734065,Office Chairs,392,674
4947067,Office Furniture Sets,485,224
3966122,Workspace Tables,376,339
1574271,Art & Drafting Tables,285,114
5518759,Conference Room Tables,215,305
8312545,Workstations & Cubicles,43,323
6082562,Office Furniture Accessories,329,583
7877411,Desk Parts & Accessories,291,875
2787892,Office Chair Accessories,347,474
471699,Workstation & Cubicle Accessories,255,703
2772470,Ottomans,198,595
3952526,Outdoor Furniture,289,478
925376,Outdoor Beds,59,337
2362771,Outdoor Furniture Sets,262,736
6644929,Outdoor Ottomans,206,191
1393268,Outdoor Seating,2,177
2599180,Outdoor Benches,336,731
247885,Outdoor Chairs,414,812
6424248,Outdoor Sectional Sofa Units,227,980
5149367,Outdoor Sofas,69,25
7380205,Sunloungers,348,243
6613191,Outdoor Storage Boxes,170,338
903609,Outdoor Tables,343,174
7678390,Outdoor Furniture Accessories,348,666
7841955,Outdoor Furniture Covers,87,170
1586253,Room Divider Accessories,448,856
2683973,Room Dividers,187,490
2602417,Shelving,163,93
5493946,Bookcases & Standing Shelves,221,987
5030350,Wall Shelves & Ledges,454,703
7378612,Shelving Accessories,305,896
1354523,Replacement Shelves,226,943
8454134,Sofa Accessories,62,785
6016834,Chair & Sofa Supports,487,484
9007720,Sectional Sofa Units,453,173
6809626,Sofas,67,596
5543770,Table Accessories,112,795
3814066,Table Legs,207,915
4046910,Table Tops,372,462
5142422,Tables,341,743
5320789,Accent Tables,120,628
3956744,Coffee Tables,12,952
1385399,End Tables,60,427
4626951,Sofa Tables,85,404
6822748,Activity Tables,449,779
3429275,Folding Tables,311,782
4125897,Kitchen & Dining Room Tables,113,911
4841318,Kotatsu,250,192
119138,Nightstands,257,787
